objid,specobjid,Group,RA,Dec,M_r,Lum,z,dist2BGG,lgm,sfr,sSFR,rank_dist,rank_M,RA_BGG,Dec_BGG,M_BGG
1237661152450183230,7514359440004018176,207,188.703831023,50.805173203,-22.67051,87137280148.43542,0.040254872,0.0,,,,1,1,188.703831023,50.805173203,-22.67051
1237661152450248784,7514359714881925120,207,188.747318165,50.851124637,-21.688803,35279400776.88787,0.040405223,3.363739139230518,,,,3,2,188.703831023,50.805173203,-22.67051
1237661152450248713,1438990836539877376,207,188.715039723,50.822608484,-20.240916,9297504559.301945,0.040844712,1.182417108070439,10.09862,-1.13414,-11.23276,2,3,188.703831023,50.805173203,-22.67051
1237661152450248875,1439001556778248192,207,188.780261349,50.886629664,-19.732235,5819611588.356911,0.040684315,5.948838960979617,10.02309,-1.369969,-11.393059,4,4,188.703831023,50.805173203,-22.67051
1237661435920646147,1638299040368060416,214,190.662310252,48.535993613,-21.889925,42459023327.9027,0.040021474,0.0,10.9049,-1.353948,-12.258848,1,1,190.662310252,48.535993613,-21.889925
1237661435920646302,1638296566466897920,214,190.759030169,48.579202544,-21.815583,39649087797.5075,0.040371084,4.852726723587266,10.60806,0.2662416,-10.3418184,4,2,190.662310252,48.535993613,-21.889925
1237661435920646283,1638297116222711808,214,190.698620644,48.579580309,-20.097053,8143689374.990331,0.039822626,3.1273374093237445,10.15932,-1.995403,-12.154723,2,3,190.662310252,48.535993613,-21.889925
1237661435920580738,1638294917199456256,214,190.629309158,48.607645044,-19.704084,5670659885.779166,0.040523412,4.706414639027514,9.824382,-0.4486634,-10.2730454,3,4,190.662310252,48.535993613,-21.889925
1237667443511590952,2522059011298191360,221,194.351489483,27.49781561,-22.643007,84957710456.44788,0.025375126,0.0,11.3907,-1.389942,-12.780642,1,1,194.351489483,27.49781561,-22.643007
1237667443511590950,2523188765300647936,221,194.39938792,27.493234743,-21.249829,23546784003.292606,0.02528353,2.6850808743837,10.79118,-1.576422,-12.367602000000002,3,3,194.351489483,27.49781561,-22.643007
1237667443511590954,2523195087492507648,221,194.345509764,27.492975407,-21.395363,26924348296.19257,0.02838205,0.4511796781786821,9.727204,-1.493168,-11.220372,2,2,194.351489483,27.49781561,-22.643007
1237667443511590951,2522057911786563584,221,194.400550641,27.484811802,-20.09805,8151170922.765958,0.025026951,2.8539739117616825,10.28716,-1.868483,-12.155643,4,4,194.351489483,27.49781561,-22.643007
1237667444048855053,2523304488899471360,224,195.358850418,27.885972956,-22.204734,56740557681.87108,0.019135605,0.0,10.92486,-1.528337,-12.453197,1,1,195.358850418,27.885972956,-22.204734
1237667444048855141,2524359195159980032,224,195.382517579,27.847499982,-21.187532,22233754194.2778,0.019108518,2.7516671528908416,10.62838,-1.839193,-12.467573,2,2,195.358850418,27.885972956,-22.204734
1237667444048789720,2524358095648352256,224,195.288477289,27.81830395,-19.761869,5980639157.516796,0.020633946,5.775927646345816,10.04818,-2.003258,-12.051438,4,3,195.358850418,27.885972956,-22.204734
1237667444048789861,2523301465242494976,224,195.306789001,27.914252701,-19.189179,3529162045.953419,0.020397612,3.393308626826809,9.725677,-2.027762,-11.753439,3,4,195.358850418,27.885972956,-22.204734
1237667323797962757,2523302564754122752,225,195.473879352,27.624446026,-22.421171,69257753449.28453,0.027096222,0.0,11.27549,-1.440205,-12.715695,1,1,195.473879352,27.624446026,-22.421171
1237667323797962850,2524387782462302208,225,195.532830666,27.648297685,-20.889369,16894587793.265965,0.023896658,3.607449218432033,10.14546,0.2962806,-9.8491794,4,2,195.473879352,27.624446026,-22.421171
1237667323797962933,2524374038566955008,225,195.504321613,27.65296927,-20.087048,8068990422.864551,0.024531416,2.46640094856918,10.12865,-1.740203,-11.868853,3,3,195.473879352,27.624446026,-22.421171
1237667323797897369,2523303664265750528,225,195.451563111,27.603961917,-19.867209,6589972465.343115,0.028339051,1.7889062442676122,10.16822,-1.509638,-11.677858,2,4,195.473879352,27.624446026,-22.421171
1237665025446510622,2269825820803491840,229,197.642349727,34.636230475,-21.95429,45052199646.591515,0.037612666,0.0,10.96543,-1.400714,-12.366144,1,1,197.642349727,34.636230475,-21.95429
1237665025446510739,2269826645437212672,229,197.684464787,34.670939619,-20.907945,17186126336.52345,0.037860529,3.081282798543821,10.62726,-1.710375,-12.337635,2,2,197.642349727,34.636230475,-21.95429
1237665025446510775,2269815100565121024,229,197.741589096,34.60932395,-20.71021,14324649357.630907,0.036949344,5.402499220929068,10.46136,-1.58185,-12.04321,4,3,197.642349727,34.636230475,-21.95429
1237665025446510745,2356609999024711680,229,197.686189388,34.685414651,-18.891566,2683035382.7256703,0.038178241,3.8319064233408913,9.702918,-1.192193,-10.895111,3,4,197.642349727,34.636230475,-21.95429
1237661949186474088,1910729160439916544,231,198.136728044,11.72896209,-22.403419,68134582642.82187,0.032070752,0.0,11.16475,-1.324029,-12.488779,1,1,198.136728044,11.72896209,-22.403419
1237661949186408622,1910724487515498496,231,198.089163831,11.673014504,-20.541847,12267012279.194813,0.031106989,4.57398496867717,10.28359,-1.611558,-11.895148,4,2,198.136728044,11.72896209,-22.403419
1237661949186408636,1910728335806195712,231,198.095091134,11.72766591,-20.255427,9422600971.588673,0.03296177,2.562800382244004,10.11996,-0.4125604,-10.5325204,3,3,198.136728044,11.72896209,-22.403419
1237661949186474090,1910724762393405440,231,198.123796909,11.742435798,-19.691295,5604256445.820674,0.031880888,1.1616882800737929,9.885147,-1.595899,-11.481046,2,4,198.136728044,11.72896209,-22.403419
1237661873482891334,1513327169382672384,239,202.96132845,44.152209581,-21.831916,40250047757.182594,0.035050865,0.0,10.83799,-1.313826,-12.151816,1,1,202.96132845,44.152209581,-21.831916
1237661873482891502,1513328543772207104,239,202.983497187,44.140502778,-20.944325,17771742009.192566,0.034138858,1.2409835036545882,10.53413,0.2528615,-10.2812685,2,2,202.96132845,44.152209581,-21.831916
1237661873482956896,1513325520115230720,239,203.045905378,44.073797411,-20.505897,11867487965.92956,0.03518227,6.231391974595992,9.939357,0.08989215,-9.84946485,4,3,202.96132845,44.152209581,-21.831916
1237661873482891322,1513325794993137664,239,202.912038204,44.11805388,-20.050049,7798653055.711189,0.035365357,3.0896688198062385,9.557428,0.16347,-9.393958,3,4,202.96132845,44.152209581,-21.831916
1237667323801501739,2527815236006733824,248,204.60443034,26.74247202,-22.107651,51887219665.32016,0.029291726,0.0,11.12831,-1.562472,-12.690782,1,1,204.60443034,26.74247202,-22.107651
1237667323801501740,2528860314410182656,248,204.586264467,26.759741162,-20.746257,14808218024.477192,0.031205396,1.4886814664234704,10.62775,-1.387404,-12.015154,2,2,204.60443034,26.74247202,-22.107651
1237667323801567341,2528861963677624320,248,204.668494882,26.730650108,-19.927276,6964828067.878465,0.030192478,3.670864285809242,10.22723,-0.9820534,-11.2092834,4,3,204.60443034,26.74247202,-22.107651
1237665532781789383,2527815510884640768,248,204.600685445,26.779288212,-19.30114,3912514859.658653,0.029879115,2.322750875416205,9.878386,-1.815545,-11.693931,3,4,204.60443034,26.74247202,-22.107651
1237661418747461670,1488565067996751872,259,206.412250683,56.616505963,-22.662169,86470426288.70944,0.035352979,0.0,11.19601,-1.08275,-12.27876,1,1,206.412250683,56.616505963,-22.662169
1237661418747461854,1488565617752565760,259,206.466758275,56.630409569,-20.176313,8760425486.537018,0.03516477,2.0767948580051487,10.18736,-1.982974,-12.170334,2,4,206.412250683,56.616505963,-22.662169
1237661418747527234,1488586783351400448,259,206.485012051,56.644063175,-20.221243,9130555485.87534,0.035529209,3.053091156837609,9.993683,-0.1690855,-10.1627685,3,2,206.412250683,56.616505963,-22.662169
1237661418747461776,1487480399322966016,259,206.239185406,56.630704355,-20.208284,9022223888.293575,0.036049126,6.04834543666595,9.836478,-0.1639541,-10.0004321,4,3,206.412250683,56.616505963,-22.662169
1237667783918026937,3118831328305375232,265,208.61171533,21.829993055,-21.816989,39700465588.89984,0.028536017,0.0,11.04929,-0.008905858,-11.058195858,1,1,208.61171533,21.829993055,-21.816989
1237667783918092311,3117790091079084032,265,208.689859639,21.829895529,-21.403193,27119220359.373245,0.028654471,4.55787109417575,10.70653,-1.537091,-12.243621,3,2,208.61171533,21.829993055,-21.816989
1237667783918092359,3117790640834897920,265,208.744724923,21.803410709,-20.276399,9606376415.560404,0.028556928,7.936411751714822,10.07185,-0.117251,-10.189101,4,3,208.61171533,21.829993055,-21.816989
1237667783918092392,3117791740346525696,265,208.650953796,21.79025336,-19.615394,5225857944.001075,0.028359654,3.3873143603344116,9.538691,-0.3910622,-9.9297532,2,4,208.61171533,21.829993055,-21.816989
1237655463774191677,886109928765286400,271,210.010861747,59.265244191,-22.289275,61335230258.871574,0.036278649,0.0,11.23055,-1.385867,-12.616416999999998,1,1,210.010861747,59.265244191,-22.289275
1237655368756625588,886108829253658624,271,209.859304253,59.236752372,-20.805012,15631649192.826431,0.036427232,5.187405817792146,10.46189,-1.175022,-11.636912,3,2,210.010861747,59.265244191,-22.289275
1237655463774126344,886110753399007232,271,209.8520558,59.259703755,-20.711999,14348271967.072924,0.037375284,5.1117183040318075,10.56311,-1.787387,-12.350497,2,3,210.010861747,59.265244191,-22.289275
1237655463774126308,886107454864123904,271,209.821870102,59.297478892,-19.490148,4656495633.033703,0.035947135,6.395057811895309,9.29801,-0.2082277,-9.5062377,4,4,210.010861747,59.265244191,-22.289275
1237651273515794444,560834526335494144,276,211.489018571,65.690728006,-22.317923,62975148460.92581,0.032089326,0.0,11.14224,-1.342214,-12.484454,1,1,211.489018571,65.690728006,-22.317923
1237651273515794443,560823806097123328,276,211.472294173,65.707697908,-21.080275,20142343593.193462,0.031341658,1.1506070390101482,10.58702,-1.469974,-12.056994,2,2,211.489018571,65.690728006,-22.317923
1237651273515794622,560822981463402496,276,211.453697638,65.787218395,-21.036531,19346945132.081467,0.031391579,6.130865030469606,10.54362,-0.2315926,-10.7752126,4,3,211.489018571,65.690728006,-22.317923
1237651273515794447,7865569572366774272,276,211.46167905,65.716715191,-20.139607,8469208017.98356,0.031401763,1.7792328444743464,,,,3,4,211.489018571,65.690728006,-22.317923
1237661418749034578,1491921876509812736,279,212.332459511,55.282339818,-22.002657,47104543574.65128,0.042155389,0.0,10.87253,-1.105839,-11.978369,1,1,212.332459511,55.282339818,-22.002657
1237661418749034793,1490830066932803584,279,212.382653459,55.264763773,-20.250834,9382824647.155218,0.042541662,2.108850481692216,10.32336,0.05436537,-10.26899463,2,4,212.332459511,55.282339818,-22.002657
1237661418749034784,1491918303097022464,279,212.388556113,55.259023842,-20.330638,10098461172.50802,0.042977657,2.4856044488315923,10.32641,-1.835046,-12.161456,3,3,212.332459511,55.282339818,-22.002657
1237661388141232227,1490830616688617472,279,212.248945745,55.229827252,-20.341804,10202852307.011274,0.042633312,4.453036571508417,10.25765,0.09991295,-10.15773705,4,2,212.332459511,55.282339818,-22.002657
1237665329327440086,2398187207652304896,289,216.308485082,27.865166004,-21.943679,44614044897.876816,0.038357408,0.0,11.03289,-1.313361,-12.346251,1,1,216.308485082,27.865166004,-21.943679
1237665329327439991,6768932332528922624,289,216.244305848,27.817352443,-21.875167,41885798583.45352,0.038908682,4.662579418603436,,,,2,2,216.308485082,27.865166004,-21.943679
1237665329327439950,2398185558384863232,289,216.220791506,27.883487683,-21.731911,36708310790.73592,0.038458057,5.004852228654176,10.77138,-0.9857006,-11.7570806,3,3,216.308485082,27.865166004,-21.943679
1237665329327440040,2398167141565097984,289,216.26237415,27.757441495,-21.441366,28089654664.618877,0.037229981,7.237387658906037,10.31821,0.2094745,-10.1087355,4,4,216.308485082,27.865166004,-21.943679
1237661950805082192,1922078881683105792,291,216.894621769,11.330623669,-22.230003,58076602223.49187,0.027415223,0.0,11.06598,-1.366112,-12.432092,1,1,216.894621769,11.330623669,-22.230003
1237661950805082313,1922067611688921088,291,216.810698911,11.339082111,-21.851926,40998729624.74879,0.028518581,5.197423182566518,10.95912,-1.675835,-12.634955,4,2,216.894621769,11.330623669,-22.230003
1237662199889461436,1922070085590083584,291,216.843252164,11.271468404,-20.111307,8251308028.343512,0.027979412,4.881855091844534,10.22942,-1.704891,-11.934311,3,3,216.894621769,11.330623669,-22.230003
1237661950805082271,1922085203874965504,291,216.887603162,11.36997896,-20.027788,7640384238.5404625,0.025514903,2.5102813502266703,9.987668,-1.140231,-11.127899,2,4,216.894621769,11.330623669,-22.230003
1237661418750476311,1493098903740901376,293,217.452067863,53.96501454,-22.800896,98255846146.39772,0.043485321,0.0,11.24418,-1.241375,-12.485555,1,1,217.452067863,53.96501454,-22.800896
1237661418750476312,1493102202275784704,293,217.454803036,53.992949655,-20.765219,15069109892.064396,0.042938608,1.7581223095432377,10.37387,-1.61258,-11.98645,2,2,217.452067863,53.96501454,-22.800896
1237661418750476514,1493113747147876352,293,217.542266628,53.98225089,-20.007211,7496946299.272169,0.04335545,3.5048170322796732,10.17349,-1.851407,-12.024897,4,3,217.452067863,53.96501454,-22.800896
1237661418750476491,1493112097880434688,293,217.507340468,53.985486739,-19.867806,6593597006.342052,0.041218562,2.413809440589405,10.06265,-1.970848,-12.033498,3,4,217.452067863,53.96501454,-22.800896
1237667912217985078,3140235521918265344,303,219.972957917,21.553257642,-21.90288,42968678779.03228,0.040462716,0.0,10.97365,-1.320079,-12.293729,1,1,219.972957917,21.553257642,-21.90288
1237665567146115211,3140236346551986176,303,219.992100442,21.596995624,-21.28802,24389786575.12314,0.040641983,2.967033132998821,10.97938,-1.979601,-12.958981,4,2,219.972957917,21.553257642,-21.90288
1237665567146115095,3140236896307800064,303,219.987643088,21.561593126,-21.029004,19213283898.260643,0.040967928,1.0053481638140205,10.6238,-1.50601,-12.12981,2,3,219.972957917,21.553257642,-21.90288
1237667912217919745,3140228375092684800,303,219.931150404,21.539245271,-19.25879,3762842148.35187,0.040508376,2.5970711852447543,9.44488,-0.5246723,-9.9695523,3,4,219.972957917,21.553257642,-21.90288
1237662198280421436,1926449434531489792,304,220.370925878,9.430923551,-21.917034,43532499128.67558,0.028785222,0.0,10.94616,-1.047421,-11.993581,1,1,220.370925878,9.430923551,-21.917034
1237662239092375556,1926453007944280064,304,220.47899977,9.382705946,-21.906806,43124333899.49619,0.031004317,7.352370570534066,10.97883,-1.375772,-12.354602,3,2,220.370925878,9.430923551,-21.917034
1237662198280487181,1926451358676838400,304,220.519978121,9.382589026,-19.988146,7366452622.128947,0.028879201,9.725615043592024,9.701374,-1.016038,-10.717412,4,3,220.370925878,9.430923551,-21.917034
1237662239092310233,1926452183310559232,304,220.422032614,9.338980005,-19.987509,7362132001.66187,0.03195176,6.588680373968119,9.808773,-0.2395778,-10.0483508,2,4,220.370925878,9.430923551,-21.917034
1237648704057573661,346787094795937792,309,223.045971412,-0.256103918,-22.323488,63298759646.17747,0.043902061,0.0,11.09869,-0.8092076,-11.9078976,1,1,223.045971412,-0.256103918,-22.323488
1237648704057573499,346783246505240576,309,223.066930006,-0.293626469,-22.01614,47693149195.62885,0.044070931,2.700450162579726,10.94819,-1.088731,-12.036921,3,2,223.045971412,-0.256103918,-22.323488
1237648704057573747,346785995284310016,309,223.080903984,-0.269212651,-20.120548,8321836904.097528,0.044202509,2.344308405021479,10.1377,-0.1556452,-10.2933452,2,3,223.045971412,-0.256103918,-22.323488
1237648704057573731,346786545040123904,309,223.083197928,-0.225811649,-19.981974,7324695920.899589,0.045151508,3.015543104730041,9.65169,-0.1229701,-9.7746601,4,4,223.045971412,-0.256103918,-22.323488
1237651735776460868,605763320980465664,315,224.526016096,1.505716638,-21.969962,45707219213.116295,0.043599096,0.0,11.11865,-1.389519,-12.508169,1,1,224.526016096,1.505716638,-21.969962
1237655468597182863,606934025784813568,315,224.535371621,1.519725324,-21.047553,19544348588.013485,0.045066291,1.0583169752786232,10.81956,-1.448826,-12.268386,2,2,224.526016096,1.505716638,-21.969962
1237655468597182871,605766069759535104,315,224.535853179,1.548615704,-20.061475,7881157378.489965,0.042962366,2.765336377231813,10.15596,-1.503694,-11.659654,3,3,224.526016096,1.505716638,-21.969962
1237651735776461018,605765520003721216,315,224.492278869,1.473622644,-20.039103,7720424851.092208,0.044704003,2.9251960680168656,10.10781,-0.488326,-10.596136,4,4,224.526016096,1.505716638,-21.969962
1237667733988573256,3112153994609321984,316,224.865162541,16.645098413,-23.030818,121430336917.26662,0.034009232,0.0,11.38284,-1.220355,-12.603195,1,1,224.865162541,16.645098413,-23.030818
1237667733988573355,3127751666628061184,316,224.887816485,16.668576904,-21.173826,21954846245.823757,0.034142129,2.0089252170899807,10.73503,-1.575346,-12.310376,2,2,224.865162541,16.645098413,-23.030818
1237667733988573424,3127762386866432000,316,224.796204408,16.581808907,-20.478313,11569782640.146387,0.033926967,5.749050116654999,9.97814,-0.1591622,-10.1373022,4,3,224.865162541,16.645098413,-23.030818
1237667733988638844,3112152620219787264,316,224.945279012,16.674564543,-20.308307,9892881340.66652,0.034613348,5.1657372227250535,10.19986,-1.417322,-11.617182,3,4,224.865162541,16.645098413,-23.030818
1237659131675213861,1181082517449500672,322,226.618937883,46.344193946,-21.819336,39786377593.80836,0.036727564,0.0,11.00734,-1.125573,-12.132913,1,1,226.618937883,46.344193946,-21.819336
1237659131675148382,1181093512565778432,322,226.528331598,46.335284898,-20.90106,17077488438.950209,0.037369636,3.9699730887907103,10.49287,-1.805241,-12.298111,2,2,226.618937883,46.344193946,-21.819336
1237659131675148445,1182290880225110016,322,226.520010616,46.369620678,-19.213864,3610319191.825923,0.036760692,4.577737210417728,9.665421,-0.5055457,-10.1709667,4,3,226.618937883,46.344193946,-21.819336
1237659131675148384,1182292254614644736,322,226.51832449,46.335511959,-18.975685,2899172122.6218905,0.037324736,4.398348131538854,9.720794,-1.838562,-11.559356,3,4,226.618937883,46.344193946,-21.819336
1237661950272471286,1933311217561004032,323,226.650594164,9.649493156,-22.344763,64551330773.919914,0.044722761,0.0,11.15991,-1.244122,-12.404032,1,1,226.650594164,9.649493156,-22.344763
1237661950272471191,1933310118049376256,323,226.58588964,9.64928512,-21.67136,34717144734.51643,0.044823877,4.008007343755602,10.85098,-1.440097,-12.291077,4,2,226.650594164,9.649493156,-22.344763
1237661950272471287,1933310667805190144,323,226.648851258,9.667307888,-20.106269,8213109253.598277,0.046002131,1.1245267460947,10.123,-1.166895,-11.289895,2,3,226.650594164,9.649493156,-22.344763
1237661950272471275,1933311492438910976,323,226.635928689,9.690803402,-19.699284,5645645440.806601,0.045112785,2.749957207366246,10.00999,-0.4954476,-10.5054376,3,4,226.650594164,9.649493156,-22.344763
1237651822714028248,663176520084252672,324,226.68288341,3.776844281,-21.842835,40656875514.110374,0.035636052,0.0,10.88045,-1.223522,-12.103972,1,1,226.68288341,3.776844281,-21.842835
1237651822714028249,5377403053266366464,324,226.690884456,3.772572327,-21.504507,29771642821.361984,0.034827235,0.5689280404627423,,,,2,2,226.68288341,3.776844281,-21.842835
1237651822714028425,663318357084235776,324,226.691244606,3.847613313,-20.25593,9426967286.63957,0.038401964,4.4773400274947175,9.591989,0.1344612,-9.4575278,3,3,226.68288341,3.776844281,-21.842835
1237651822714028226,5377404152777994240,324,226.683887225,3.862326678,-20.056735,7846825594.876198,0.037882522,5.371386075302531,,,,4,4,226.68288341,3.776844281,-21.842835
1237662198284157184,1935446469024704512,330,228.911217188,8.300752801,-21.973438,45853786022.328415,0.03449395,0.0,11.17926,0.7630174,-10.4162426,1,1,228.911217188,8.300752801,-21.973438
1237662198284157251,1935446194146797568,330,228.929419441,8.340926939,-20.428438,11050328786.10422,0.035030819,2.7662750477662588,10.21111,-0.7964892,-11.0075992,4,2,228.911217188,8.300752801,-21.973438
1237662198284157166,1935448393170053120,330,228.893257955,8.311002223,-20.029506,7652483467.21197,0.035279354,1.288978353948105,10.05386,-0.08653831,-10.14039831,2,3,228.911217188,8.300752801,-21.973438
1237662264859689260,1935445644390983680,330,228.929323892,8.286129098,-19.40289,4296907453.701158,0.034608491,1.45314755441425,9.846138,-1.84661,-11.692748,3,4,228.911217188,8.300752801,-21.973438
1237665549969588378,4453012292149899264,333,229.853077991,20.896319496,-23.254116,149157947985.6218,0.040893924,0.0,,,,1,1,229.853077991,20.896319496,-23.254116
1237665549969588377,2427603002790537216,333,229.851066996,20.890772562,-22.316032,62865561656.30663,0.040383368,0.3679727544423762,11.00099,-1.265853,-12.266843,3,2,229.853077991,20.896319496,-23.254116
1237665549969653903,2430919676310611968,333,229.882439485,20.883559542,-21.224562,23005135733.17099,0.039499961,1.900912680506136,10.71608,-1.795175,-12.511255,4,4,229.853077991,20.896319496,-23.254116
1237665549969588379,4447493293567832064,333,229.85763495,20.899511729,-21.750703,37349191065.12848,0.040699773,0.3343340949212949,,,,2,3,229.853077991,20.896319496,-23.254116
1237659163880849535,1498716858436577280,337,231.266713288,48.457176013,-22.057246,49533429743.31946,0.039399044,0.0,11.11333,-1.06835,-12.18168,1,1,231.266713288,48.457176013,-22.057246
1237659163880914976,1498730877209831424,337,231.345892668,48.440122907,-21.595386,32370872112.02679,0.037435089,3.469462333006134,10.84051,-1.392979,-12.233489,3,2,231.266713288,48.457176013,-22.057246
1237659163880915172,1498727578674948096,337,231.343525709,48.464889704,-20.361323,10387934438.55403,0.03704811,3.236928742216435,10.41213,-1.55417,-11.9663,2,3,231.266713288,48.457176013,-22.057246
1237659163880915192,1498730052576110592,337,231.325804684,48.41212441,-19.383084,4219233881.9242826,0.037461025,3.75244811710969,9.389134,-0.3563952,-9.7455292,4,4,231.266713288,48.457176013,-22.057246
1237662238560682244,2048170061511813120,341,232.373444842,7.573251432,-23.380884,167630715993.58972,0.044165814,0.0,11.57429,-0.9558443,-12.5301343,1,1,232.373444842,7.573251432,-23.380884
1237662238560682037,5500170124969832448,341,232.346122367,7.617412845,-22.105001,51760730868.42992,0.043652076,3.2549726228306346,,,,4,2,232.373444842,7.573251432,-23.380884
1237662238560682220,2048157142250186752,341,232.342752448,7.537712997,-20.737274,14686205470.358845,0.044457504,2.939508254900062,10.46116,-1.491896,-11.953056,3,3,232.373444842,7.573251432,-23.380884
1237662238560682390,2048169786633906176,341,232.391340971,7.546844242,-20.548405,12341330987.456036,0.043133026,1.9988701719149384,10.38773,-1.568464,-11.956194,2,4,232.373444842,7.573251432,-23.380884
1237662697036251250,2081815655434184704,354,236.095627041,25.327537611,-22.798698,98057134993.86928,0.032320264,0.0,11.38314,-1.429223,-12.812363,1,1,236.095627041,25.327537611,-22.798698
1237662697036251461,2081816205189998592,354,236.078971938,25.300872251,-20.681853,13955365004.326986,0.032771708,1.924049659884994,10.38694,-0.8781909,-11.2651309,3,2,236.095627041,25.327537611,-22.798698
1237662697036251506,2081800537149302784,354,236.182904249,25.394209071,-19.834286,6393142724.461807,0.03256581,6.4887232027312916,10.0752,-1.54784,-11.62304,4,3,236.095627041,25.327537611,-22.798698
1237662697036251443,2081814830800463872,354,236.071794772,25.335227144,-19.617159,5234360138.534611,0.032340632,1.4370966433520536,9.942271,-1.552818,-11.495089,2,4,236.095627041,25.327537611,-22.798698
1237662306199666786,1567371464926062592,360,239.64501231,27.618251133,-21.984874,46339313970.81171,0.031499504,0.0,11.07238,-1.443293,-12.515673,1,1,239.64501231,27.618251133,-21.984874
1237662306199666875,1566157878883018752,360,239.666972148,27.582876005,-20.870213,16599125175.499222,0.031389482,2.536821488020641,10.61419,-1.583676,-12.197866,3,2,239.64501231,27.618251133,-21.984874
1237662306199666769,1566157604005111808,360,239.578472097,27.544815977,-20.079496,8013060098.65436,0.031936674,5.917926201655666,10.17981,-1.497031,-11.676841,4,3,239.64501231,27.618251133,-21.984874
1237662306199667123,1567369540780713984,360,239.676644466,27.618082993,-19.249244,3729903535.2591143,0.030482318,1.7610754290090145,9.700494,-1.137815,-10.838309,2,4,239.64501231,27.618251133,-21.984874
1237665429182677378,2476003213510207488,365,241.380341202,17.963632268,-22.615178,82807791103.81364,0.039622705,0.0,11.2951,-0.9107653,-12.2058653,1,1,241.380341202,17.963632268,-22.615178
1237665442071838763,2472631010978719744,365,241.360842768,17.909898454,-21.58042,31927726902.21782,0.041255641,3.5717314461754555,10.93473,-1.519062,-12.453792,4,2,241.380341202,17.963632268,-22.615178
1237665442071838761,2477081839768987648,365,241.372636479,17.928613977,-21.105347,20612885933.910885,0.040250154,2.247947376653386,10.863,-0.1583978,-11.0213978,2,3,241.380341202,17.963632268,-22.615178
1237665442071839032,2477079365867825152,365,241.341624199,17.970288444,-20.477769,11563987139.157492,0.039708317,2.351520448782664,10.38894,-1.862128,-12.251068,3,4,241.380341202,17.963632268,-22.615178
1237665534931894451,2477101081222473728,368,241.561817567,18.182884231,-21.989393,46532587214.23126,0.039669834,0.0,10.82897,0.4675635,-10.3614065,1,1,241.561817567,18.182884231,-21.989393
1237665534931894452,3340602275113494528,368,241.567182984,18.170928267,-20.458155,11356957485.077112,0.039748795,0.816648117152835,10.4544,-1.810499,-12.264899,3,2,241.561817567,18.182884231,-21.989393
1237665534931894732,2477103830001543168,368,241.593540342,18.188348873,-19.226136,3651357867.584279,0.039579797,1.924517791902297,9.559221,-0.5007062,-10.0599272,4,4,241.561817567,18.182884231,-21.989393
1237665534931894453,2476014208626485248,368,241.571685109,18.183426119,-19.236411,3686076973.3798018,0.038621459,0.5900189395328608,9.0988,-0.3459899,-9.4447899,2,3,241.561817567,18.182884231,-21.989393
1237665535468765463,3341765283554551808,369,241.791169072,18.641280218,-22.289157,61328564584.59723,0.039044937,0.0,10.71805,-9999.0,-10009.71805,1,1,241.791169072,18.641280218,-22.289157
1237665535468765571,3340578360735590400,369,241.799323661,18.610093993,-21.094498,20407941467.817863,0.038238707,2.0187462804192937,10.33094,-9999.0,-10009.33094,3,2,241.791169072,18.641280218,-22.289157
1237665535468765464,3340579460247218176,369,241.794250664,18.659790379,-21.066748,19892950409.766045,0.038334232,1.1774077405431578,10.13071,-9999.0,-10009.13071,2,3,241.791169072,18.641280218,-22.289157
1237665535468765536,3340583308537915392,369,241.815800589,18.694657082,-20.253655,9407235147.896338,0.03872658,3.660267714500298,10.02802,-9999.0,-10009.02802,4,4,241.791169072,18.641280218,-22.289157
1237662504832270395,1894957770583599104,373,243.167265466,33.034895563,-22.190434,55998139743.971466,0.032196869,0.0,11.12121,-1.284259,-12.405469,1,1,243.167265466,33.034895563,-22.190434
1237662504832270396,1597813099010746368,373,243.172217992,33.037720131,-21.872654,41788963559.22307,0.031679013,0.3155126233522534,10.72501,-1.766749,-12.491758999999998,2,2,243.167265466,33.034895563,-22.190434
1237662300835807413,1597824643882838016,373,243.236239176,33.051704677,-20.239496,9285352595.830832,0.031563206,3.7832111172342726,9.997313,-0.8184294,-10.8157424,3,3,243.167265466,33.034895563,-22.190434
1237662300835807439,1597824094127024128,373,243.25314059,33.035389065,-19.972957,7264116488.79072,0.031420599,4.523511906158808,10.15571,-1.840598,-11.996308,4,4,243.167265466,33.034895563,-22.190434
1237668272452862078,2846349258221709312,374,243.208074426,11.159791043,-22.713177,90629753755.52896,0.042733449,0.0,11.33134,-1.062367,-12.393707,1,1,243.208074426,11.159791043,-22.713177
1237668272452862530,2846351732122871808,374,243.225362287,11.123087346,-21.790366,38738821088.197464,0.040781514,2.5405150147183444,11.02459,-1.698286,-12.722876,2,2,243.208074426,11.159791043,-22.713177
1237668272452862219,2846347883832174592,374,243.229232582,11.082622585,-20.963853,18094275561.817787,0.041151697,5.021040794124073,10.51,-0.7179621,-11.2279621,4,3,243.208074426,11.159791043,-22.713177
1237668272452862569,2846348983343802368,374,243.215718203,11.106006564,-20.158524,8618061718.974918,0.043289451,3.41207579326716,10.27495,0.4752579,-9.7996921,3,4,243.208074426,11.159791043,-22.713177
1237662225165516860,1866759417211414528,386,247.1966171,21.49371335,-22.323884,63321850780.53997,0.036634865,0.0,11.14546,-1.24139,-12.38685,1,1,247.1966171,21.49371335,-22.323884
